timestamp,speed_kph,throttle,brake,clutch,gear,rpm,steer,lap_time
4.8,82.6,0.85,0.09,0.0,3,2441,-0.2,4.8
4.9,89.5,0.84,0.01,0.0,3,2856,0.31,4.9
5.0,84.6,0.79,0.03,0.0,3,2382,0.15,5.0
5.1,154.5,0.77,0.07,0.0,4,4729,-0.22,5.1
5.2,107.5,0.82,0.05,0.0,3,3086,0.18,5.2
5.3,74.1,0.85,0.0,0.0,2,2158,0.02,5.3
5.4,116.9,0.86,0.01,0.0,3,3420,-0.45,5.4
5.5,89.8,0.9,0.03,0.0,3,2563,0.45,5.5
5.6,93.4,0.77,0.07,0.0,3,2774,-0.01,5.6
5.7,163.9,0.81,0.09,0.0,5,5042,-0.32,5.7
5.8,145.3,0.83,0.01,0.0,4,4325,-0.15,5.8
5.9,133.3,0.8,0.1,0.0,4,4060,0.48,5.9
6.0,165.6,0.8,0.01,0.0,5,4880,0.21,6.0
6.1,133.1,0.89,0.01,0.0,4,3999,0.05,6.1
6.2,91.9,0.73,0.07,0.0,3,2841,0.36,6.2
6.3,153.9,0.8,0.03,0.0,4,4769,-0.41,6.3
6.4,95.8,0.77,0.07,0.0,3,2695,-0.45,6.4
6.5,155.5,0.76,0.07,0.0,4,4643,-0.39,6.5
6.6,157.7,0.75,0.06,0.0,4,4858,-0.37,6.6
6.7,134.8,0.8,0.01,0.0,4,3944,0.09,6.7
6.8,143.2,0.86,0.04,0.0,4,4437,0.28,6.8
6.9,76.2,0.77,0.09,0.0,2,2236,-0.35,6.9
7.0,116.3,0.85,0.05,0.0,3,3536,0.3,7.0
7.1,166.7,0.81,0.04,0.0,5,4884,0.18,7.1
7.2,98.2,0.78,0.09,0.0,3,2926,-0.41,7.2
7.3,138.9,0.83,0.01,0.0,4,4062,-0.48,7.3
7.4,148.8,0.86,0.04,0.0,4,4462,-0.07,7.4
7.5,135.5,0.83,0.02,0.0,4,4238,0.2,7.5
7.6,129.6,0.77,0.08,0.0,4,3959,0.27,7.6
7.7,133.0,0.88,0.06,0.0,4,3831,-0.42,7.7
7.8,99.8,0.78,0.1,0.0,3,3082,-0.23,7.8
7.9,124.6,0.82,0.1,0.0,4,3718,-0.12,7.9
8.0,161.0,0.83,0.06,0.0,5,4919,0.12,8.0
8.1,144.9,0.81,0.09,0.0,4,4542,-0.07,8.1
8.2,117.4,0.81,0.02,0.0,3,3486,-0.17,8.2
8.3,151.0,0.78,0.06,0.0,4,4715,0.47,8.3
8.4,74.6,0.81,0.02,0.0,2,2259,-0.43,8.4
8.5,85.1,0.82,0.03,0.0,3,2669,-0.03,8.5
8.6,85.7,0.74,0.09,0.0,3,2563,-0.17,8.6
8.7,82.3,0.72,0.06,0.0,3,2289,0.45,8.7
8.8,128.6,0.89,0.1,0.0,4,3721,0.47,8.8
8.9,156.6,0.79,0.02,0.0,4,4523,0.23,8.9
9.0,98.8,0.79,0.06,0.0,3,2995,0.22,9.0
9.1,127.1,0.73,0.05,0.0,4,3901,0.41,9.1
9.2,134.7,0.74,0.02,0.0,4,3967,-0.15,9.2
9.3,140.6,0.77,0.05,0.0,4,4352,-0.28,9.3
9.4,119.5,0.81,0.0,0.0,3,3675,0.23,9.4
9.5,138.1,0.76,0.04,0.0,4,4080,0.03,9.5
9.6,144.8,0.88,0.01,0.0,4,4321,0.46,9.6
9.7,80.9,0.86,0.09,0.0,3,2235,-0.25,9.7
9.8,89.2,0.8,0.01,0.0,3,2824,0.01,9.8
9.9,91.1,0.89,0.08,0.0,3,2807,-0.12,9.9
10.0,78.2,0.77,0.07,0.0,2,2359,-0.11,10.0
10.1,114.1,0.84,0.03,0.0,3,3556,-0.45,10.1
10.2,165.2,0.89,0.1,0.0,5,4858,-0.45,10.2
10.3,156.3,0.73,0.1,0.0,4,4790,0.27,10.3
10.4,169.7,0.88,0.01,0.0,5,5107,0.38,10.4
10.5,77.7,0.75,0.04,0.0,2,2521,0.02,10.5
10.6,130.4,0.89,0.1,0.0,4,3804,-0.02,10.6
10.7,81.6,0.72,0.05,0.0,3,2464,0.12,10.7
10.8,106.2,0.77,0.03,0.0,3,3195,0.29,10.8
10.9,94.5,0.75,0.08,0.0,3,2844,0.42,10.9
11.0,99.9,0.86,0.06,0.0,3,2995,0.16,11.0
11.1,72.0,0.73,0.09,0.0,2,2191,-0.43,11.1
11.2,131.0,0.83,0.03,0.0,4,4007,-0.25,11.2
11.3,133.8,0.8,0.03,0.0,4,4006,-0.15,11.3
11.4,158.3,0.82,0.07,0.0,4,4565,0.47,11.4
11.5,84.4,0.78,0.09,0.0,3,2510,0.27,11.5
11.6,145.0,0.85,0.04,0.0,4,4242,-0.25,11.6
11.7,80.6,0.74,0.09,0.0,3,2420,-0.49,11.7
11.8,150.6,0.85,0.02,0.0,4,4475,-0.2,11.8
11.9,142.6,0.9,0.07,0.0,4,4328,0.2,11.9
12.0,129.7,0.76,0.06,0.0,4,4074,-0.2,12.0
12.1,163.4,0.78,0.05,0.0,5,4873,-0.38,12.1
12.2,114.9,0.86,0.07,0.0,3,3495,-0.43,12.2
12.3,74.8,0.77,0.02,0.0,2,2341,0.3,12.3
12.4,89.7,0.82,0.01,0.0,3,2776,0.43,12.4
12.5,144.3,0.77,0.04,0.0,4,4282,0.0,12.5
12.6,145.1,0.85,0.01,0.0,4,4259,-0.13,12.6
12.7,79.0,0.8,0.04,0.0,2,2477,0.3,12.7
12.8,92.3,0.74,0.06,0.0,3,2908,0.29,12.8
12.9,159.7,0.88,0.09,0.0,4,4907,-0.1,12.9
13.0,119.2,0.72,0.07,0.0,3,3504,-0.17,13.0
13.1,77.2,0.9,0.07,0.0,2,2311,0.35,13.1
13.2,84.8,0.82,0.09,0.0,3,2530,0.27,13.2
13.3,169.2,0.84,0.09,0.0,5,4923,-0.14,13.3
13.4,150.9,0.81,0.08,0.0,4,4550,-0.24,13.4
13.5,132.1,0.82,0.05,0.0,4,3971,-0.02,13.5
13.6,141.6,0.81,0.06,0.0,4,4296,-0.28,13.6
13.7,150.5,0.87,0.08,0.0,4,4484,-0.39,13.7
13.8,116.5,0.76,0.01,0.0,3,3617,-0.38,13.8
13.9,146.6,0.88,0.05,0.0,4,4489,-0.11,13.9
14.0,136.0,0.85,0.06,0.0,4,3992,0.19,14.0
14.1,90.6,0.84,0.01,0.0,3,2870,-0.37,14.1
14.2,76.6,0.74,0.05,0.0,2,2129,-0.04,14.2
14.3,100.8,0.79,0.03,0.0,3,2911,0.09,14.3
14.4,85.4,0.78,0.04,0.0,3,2706,0.27,14.4
14.5,143.2,0.74,0.08,0.0,4,4239,-0.36,14.5
14.6,94.4,0.75,0.08,0.0,3,2707,-0.5,14.6
14.7,122.8,0.8,0.06,0.0,4,3864,-0.29,14.7
14.8,133.5,0.75,0.06,0.0,4,3828,0.02,14.8
14.9,169.6,0.83,0.06,0.0,5,5054,0.02,14.9
15.0,80.2,0.86,0.03,0.0,3,2273,0.04,15.0
15.1,87.4,0.82,0.02,0.0,3,2758,0.14,15.1
15.2,88.8,0.74,0.08,0.0,3,2676,0.39,15.2
15.3,138.5,0.9,0.08,0.0,4,4070,0.47,15.3
15.4,73.4,0.85,0.02,0.0,2,2161,-0.24,15.4
15.5,75.9,0.8,0.04,0.0,2,2206,-0.3,15.5
15.6,135.3,0.76,0.0,0.0,4,4204,-0.5,15.6
15.7,152.1,0.79,0.03,0.0,4,4459,0.01,15.7
15.8,131.8,0.82,0.09,0.0,4,4000,0.25,15.8
15.9,107.4,0.8,0.02,0.0,3,3282,-0.07,15.9
16.0,89.2,0.8,0.0,0.0,3,2482,-0.46,16.0
16.1,77.2,0.85,0.08,0.0,2,2363,-0.04,16.1
16.2,87.2,0.83,0.07,0.0,3,2785,0.29,16.2
16.3,142.6,0.9,0.01,0.0,4,4203,-0.46,16.3
16.4,157.7,0.86,0.02,0.0,4,4560,-0.06,16.4
16.5,120.9,0.74,0.08,0.0,4,3774,0.27,16.5
16.6,86.7,0.75,0.02,0.0,3,2638,-0.21,16.6
16.7,160.0,0.8,0.05,0.0,5,4998,-0.31,16.7
16.8,161.0,0.85,0.03,0.0,5,4714,0.47,16.8
16.9,112.8,0.81,0.06,0.0,3,3554,-0.04,16.9
17.0,92.1,0.8,0.02,0.0,3,2585,-0.26,17.0
17.1,123.0,0.79,0.09,0.0,4,3687,-0.05,17.1
17.2,162.7,0.76,0.04,0.0,5,4689,0.14,17.2
17.3,115.7,0.86,0.0,0.0,3,3358,0.45,17.3
17.4,158.9,0.76,0.06,0.0,4,4929,0.17,17.4
17.5,120.7,0.8,0.1,0.0,4,3524,0.15,17.5
17.6,158.1,0.74,0.07,0.0,4,4560,-0.38,17.6
17.7,93.3,0.77,0.01,0.0,3,2875,-0.4,17.7
17.8,134.3,0.76,0.05,0.0,4,4043,-0.23,17.8
17.9,97.6,0.75,0.02,0.0,3,3015,-0.26,17.9
18.0,78.6,0.77,0.05,0.0,2,2497,-0.34,18.0
18.1,87.4,0.85,0.01,0.0,3,2438,0.19,18.1
18.2,70.6,0.79,0.06,0.0,2,2075,0.15,18.2
18.3,161.6,0.86,0.07,0.0,5,4915,0.17,18.3
18.4,74.1,0.89,0.08,0.0,2,2336,0.07,18.4
18.5,110.2,0.74,0.08,0.0,3,3136,0.07,18.5
18.6,103.5,0.8,0.01,0.0,3,3206,0.21,18.6
18.7,96.9,0.76,0.05,0.0,3,2810,-0.29,18.7
18.8,145.6,0.83,0.08,0.0,4,4214,-0.36,18.8
18.9,82.6,0.85,0.06,0.0,3,2359,0.12,18.9
19.0,135.6,0.74,0.07,0.0,4,4240,-0.05,19.0
19.1,111.8,0.86,0.04,0.0,3,3542,0.46,19.1
19.2,162.7,0.83,0.05,0.0,5,4915,-0.1,19.2
19.3,145.1,0.76,0.04,0.0,4,4291,-0.11,19.3
19.4,130.4,0.81,0.01,0.0,4,3839,-0.42,19.4
19.5,169.1,0.79,0.09,0.0,5,4964,0.13,19.5
19.6,91.5,0.88,0.07,0.0,3,2597,-0.28,19.6
19.7,141.3,0.76,0.05,0.0,4,4233,-0.31,19.7
19.8,138.0,0.74,0.09,0.0,4,4217,0.09,19.8
19.9,136.3,0.78,0.07,0.0,4,4067,-0.49,19.9
20.0,99.8,0.89,0.09,0.0,3,3145,0.4,20.0
20.1,98.0,0.78,0.04,0.0,3,2914,0.36,20.1
20.2,113.6,0.75,0.04,0.0,3,3543,-0.22,20.2
20.3,72.4,0.83,0.04,0.0,2,2355,0.33,20.3
20.4,158.1,0.88,0.1,0.0,4,4689,-0.15,20.4
20.5,106.8,0.87,0.05,0.0,3,3268,0.35,20.5
20.6,120.7,0.88,0.07,0.0,4,3555,0.39,20.6
20.7,129.3,0.88,0.01,0.0,4,3877,-0.15,20.7
20.8,110.8,0.86,0.02,0.0,3,3246,-0.1,20.8
20.9,132.9,0.82,0.06,0.0,4,3842,-0.05,20.9
21.0,113.7,0.79,0.02,0.0,3,3485,0.47,21.0
21.1,110.4,0.72,0.01,0.0,3,3500,0.09,21.1
21.2,111.0,0.77,0.02,0.0,3,3411,0.11,21.2
21.3,95.9,0.89,0.08,0.0,3,2949,0.01,21.3
21.4,92.1,0.88,0.02,0.0,3,2609,-0.24,21.4
21.5,141.4,0.78,0.06,0.0,4,4173,-0.29,21.5
21.6,126.8,0.86,0.09,0.0,4,3766,0.33,21.6
21.7,154.9,0.83,0.1,0.0,4,4579,-0.33,21.7
21.8,130.5,0.84,0.08,0.0,4,4074,-0.19,21.8
21.9,139.7,0.88,0.09,0.0,4,4344,-0.45,21.9
22.0,78.4,0.89,0.05,0.0,2,2268,0.46,22.0
22.1,89.4,0.84,0.09,0.0,3,2554,0.11,22.1
22.2,116.3,0.75,0.04,0.0,3,3409,0.4,22.2
22.3,129.9,0.73,0.06,0.0,4,3705,-0.24,22.3
22.4,134.3,0.74,0.04,0.0,4,4126,0.49,22.4
22.5,107.0,0.86,0.03,0.0,3,3118,-0.14,22.5
22.6,86.9,0.76,0.01,0.0,3,2624,-0.07,22.6
22.7,110.5,0.88,0.08,0.0,3,3428,0.25,22.7
22.8,142.7,0.8,0.07,0.0,4,4434,0.44,22.8
22.9,111.2,0.75,0.02,0.0,3,3335,-0.33,22.9
23.0,84.4,0.76,0.03,0.0,3,2580,-0.01,23.0
23.1,112.6,0.75,0.03,0.0,3,3455,-0.43,23.1
23.2,80.2,0.75,0.1,0.0,3,2552,-0.2,23.2
23.3,71.4,0.88,0.05,0.0,2,2252,-0.37,23.3
23.4,161.7,0.84,0.04,0.0,5,4974,-0.15,23.4
23.5,80.4,0.82,0.03,0.0,3,2584,-0.34,23.5
23.6,79.1,0.83,0.05,0.0,2,2542,-0.13,23.6
23.7,81.7,0.81,0.07,0.0,3,2269,-0.24,23.7
23.8,108.5,0.87,0.02,0.0,3,3248,0.36,23.8
23.9,72.5,0.75,0.01,0.0,2,2118,-0.2,23.9
24.0,85.5,0.74,0.05,0.0,3,2674,0.2,24.0
24.1,129.6,0.84,0.03,0.0,4,3880,0.15,24.1
24.2,72.7,0.83,0.07,0.0,2,2204,-0.12,24.2
24.3,70.6,0.75,0.04,0.0,2,2001,-0.31,24.3
24.4,82.2,0.87,0.04,0.0,3,2347,0.49,24.4
24.5,82.9,0.88,0.0,0.0,3,2318,0.02,24.5
24.6,122.8,0.8,0.1,0.0,4,3758,0.36,24.6
24.7,160.0,0.9,0.0,0.0,4,4874,0.17,24.7
24.8,133.3,0.76,0.01,0.0,4,4070,0.36,24.8
24.9,146.0,0.86,0.07,0.0,4,4268,0.37,24.9
25.0,169.4,0.88,0.04,0.0,5,5065,0.29,25.0
25.1,154.2,0.75,0.03,0.0,4,4459,-0.27,25.1
25.2,157.6,0.85,0.05,0.0,4,4922,0.28,25.2
25.3,134.8,0.78,0.03,0.0,4,3965,0.36,25.3
25.4,107.5,0.78,0.03,0.0,3,3367,0.3,25.4
25.5,80.3,0.73,0.03,0.0,3,2289,0.39,25.5
25.6,78.0,0.81,0.05,0.0,2,2435,0.08,25.6
25.7,102.5,0.74,0.03,0.0,3,2931,0.31,25.7
25.8,100.1,0.87,0.0,0.0,3,2927,0.37,25.8
25.9,86.3,0.82,0.06,0.0,3,2503,0.02,25.9
26.0,92.4,0.89,0.06,0.0,3,2590,-0.08,26.0
26.1,103.5,0.84,0.02,0.0,3,3225,-0.31,26.1
26.2,141.8,0.86,0.08,0.0,4,4073,-0.26,26.2
26.3,107.3,0.85,0.09,0.0,3,3050,0.18,26.3
26.4,133.3,0.8,0.01,0.0,4,3904,-0.31,26.4
26.5,80.2,0.81,0.05,0.0,3,2289,-0.15,26.5
26.6,126.0,0.78,0.01,0.0,4,3906,0.07,26.6
26.7,133.2,0.77,0.09,0.0,4,4128,0.26,26.7
26.8,136.3,0.89,0.08,0.0,4,4277,0.0,26.8
26.9,146.4,0.86,0.08,0.0,4,4409,0.11,26.9
27.0,137.7,0.79,0.06,0.0,4,4241,-0.18,27.0
27.1,142.8,0.85,0.08,0.0,4,4120,0.43,27.1
27.2,86.3,0.81,0.03,0.0,3,2623,0.03,27.2
27.3,133.7,0.88,0.07,0.0,4,3917,-0.04,27.3
27.4,88.9,0.8,0.05,0.0,3,2480,-0.02,27.4
27.5,85.4,0.79,0.03,0.0,3,2585,0.44,27.5
27.6,76.3,0.77,0.02,0.0,2,2264,-0.33,27.6
27.7,140.4,0.89,0.09,0.0,4,4364,-0.12,27.7
27.8,152.6,0.86,0.1,0.0,4,4382,-0.34,27.8
27.9,110.7,0.84,0.08,0.0,3,3184,-0.34,27.9
28.0,134.7,0.85,0.06,0.0,4,4231,-0.42,28.0
28.1,93.2,0.73,0.05,0.0,3,2951,-0.33,28.1
28.2,84.5,0.77,0.08,0.0,3,2486,-0.03,28.2
28.3,92.4,0.82,0.06,0.0,3,2777,-0.32,28.3
28.4,134.3,0.76,0.04,0.0,4,4201,-0.36,28.4
28.5,149.6,0.75,0.04,0.0,4,4635,0.27,28.5
28.6,145.7,0.77,0.05,0.0,4,4330,0.41,28.6
28.7,106.2,0.85,0.07,0.0,3,3345,-0.19,28.7
28.8,137.5,0.74,0.03,0.0,4,4112,-0.12,28.8
28.9,146.5,0.76,0.07,0.0,4,4363,-0.05,28.9
29.0,92.8,0.85,0.03,0.0,3,2701,0.04,29.0
29.1,162.3,0.74,0.07,0.0,5,4973,-0.46,29.1
29.2,165.1,0.88,0.08,0.0,5,5006,0.3,29.2
29.3,108.1,0.72,0.1,0.0,3,3266,-0.04,29.3
29.4,72.7,0.84,0.01,0.0,2,2378,0.36,29.4
29.5,76.4,0.78,0.01,0.0,2,2236,0.14,29.5
29.6,123.7,0.72,0.08,0.0,4,3825,-0.44,29.6
29.7,124.7,0.9,0.07,0.0,4,3543,0.23,29.7
29.8,118.4,0.76,0.02,0.0,3,3451,-0.17,29.8
29.9,163.2,0.89,0.08,0.0,5,4992,-0.07,29.9
30.0,124.5,0.84,0.04,0.0,4,3595,0.32,30.0
30.1,162.2,0.78,0.02,0.0,5,4955,-0.44,30.1
30.2,117.2,0.84,0.09,0.0,3,3683,-0.39,30.2
30.3,72.7,0.87,0.08,0.0,2,2177,0.31,30.3
30.4,153.8,0.74,0.02,0.0,4,4593,0.15,30.4
30.5,157.3,0.82,0.09,0.0,4,4585,-0.38,30.5
30.6,102.1,0.72,0.04,0.0,3,2920,0.0,30.6
30.7,143.9,0.85,0.06,0.0,4,4180,-0.06,30.7
30.8,81.9,0.89,0.07,0.0,3,2380,0.28,30.8
30.9,113.3,0.82,0.07,0.0,3,3540,0.23,30.9
31.0,105.6,0.82,0.01,0.0,3,3103,-0.05,31.0
31.1,169.2,0.74,0.09,0.0,5,5209,-0.47,31.1
31.2,148.0,0.77,0.1,0.0,4,4273,-0.47,31.2
31.3,133.4,0.83,0.07,0.0,4,3989,0.26,31.3
31.4,93.5,0.88,0.01,0.0,3,2748,0.19,31.4
31.5,163.9,0.74,0.04,0.0,5,5081,0.39,31.5
31.6,78.4,0.75,0.04,0.0,2,2279,0.27,31.6
31.7,168.2,0.72,0.03,0.0,5,5096,0.35,31.7
31.8,73.5,0.76,0.03,0.0,2,2260,-0.45,31.8
31.9,96.1,0.73,0.02,0.0,3,2934,0.07,31.9
32.0,129.1,0.87,0.05,0.0,4,4005,-0.35,32.0
32.1,97.3,0.81,0.01,0.0,3,2947,-0.45,32.1
32.2,71.2,0.86,0.07,0.0,2,2260,0.1,32.2
32.3,112.5,0.78,0.06,0.0,3,3514,-0.21,32.3
32.4,145.8,0.84,0.03,0.0,4,4280,0.07,32.4
32.5,165.9,0.83,0.07,0.0,5,4995,0.29,32.5
32.6,107.8,0.77,0.05,0.0,3,3264,0.44,32.6
32.7,85.6,0.82,0.07,0.0,3,2376,0.46,32.7
32.8,158.8,0.77,0.03,0.0,4,4925,-0.13,32.8
32.9,96.5,0.78,0.03,0.0,3,2851,0.26,32.9
33.0,115.3,0.83,0.09,0.0,3,3369,0.13,33.0
33.1,91.6,0.8,0.05,0.0,3,2624,-0.26,33.1
33.2,158.7,0.79,0.02,0.0,4,4940,-0.08,33.2
33.3,102.1,0.77,0.1,0.0,3,2987,-0.33,33.3
33.4,73.5,0.88,0.07,0.0,2,2328,-0.27,33.4
33.5,156.2,0.75,0.02,0.0,4,4557,-0.0,33.5
33.6,125.4,0.78,0.07,0.0,4,3894,0.25,33.6
33.7,158.7,0.86,0.05,0.0,4,4654,-0.14,33.7
33.8,98.7,0.82,0.09,0.0,3,3123,-0.21,33.8
33.9,134.5,0.8,0.01,0.0,4,4116,0.0,33.9
34.0,165.2,0.74,0.08,0.0,5,4836,0.05,34.0
34.1,91.4,0.81,0.09,0.0,3,2681,0.19,34.1
34.2,123.4,0.86,0.09,0.0,4,3882,-0.41,34.2
34.3,91.8,0.8,0.09,0.0,3,2719,-0.34,34.3
34.4,104.2,0.83,0.02,0.0,3,3131,-0.21,34.4
34.5,111.8,0.84,0.01,0.0,3,3347,0.01,34.5
34.6,113.9,0.74,0.05,0.0,3,3399,0.26,34.6
34.7,143.3,0.8,0.04,0.0,4,4387,0.32,34.7
34.8,131.7,0.86,0.09,0.0,4,4007,0.41,34.8
34.9,152.4,0.89,0.06,0.0,4,4377,0.38,34.9
35.0,77.2,0.76,0.03,0.0,2,2412,-0.25,35.0
35.1,145.6,0.77,0.07,0.0,4,4554,0.49,35.1
35.2,92.5,0.86,0.04,0.0,3,2742,0.08,35.2
35.3,76.3,0.89,0.06,0.0,2,2375,-0.18,35.3
35.4,88.0,0.84,0.03,0.0,3,2520,0.41,35.4
35.5,107.6,0.89,0.04,0.0,3,3174,-0.45,35.5
35.6,120.5,0.85,0.06,0.0,4,3661,0.44,35.6
35.7,132.1,0.85,0.01,0.0,4,3787,-0.13,35.7
35.8,119.2,0.87,0.01,0.0,3,3404,-0.07,35.8
35.9,82.8,0.87,0.08,0.0,3,2488,0.3,35.9
36.0,145.5,0.79,0.08,0.0,4,4380,0.12,36.0
36.1,132.2,0.76,0.01,0.0,4,3921,0.05,36.1
36.2,140.1,0.87,0.07,0.0,4,4214,-0.14,36.2
36.3,142.1,0.74,0.04,0.0,4,4284,0.26,36.3
36.4,87.2,0.83,0.08,0.0,3,2593,-0.13,36.4
36.5,90.9,0.76,0.04,0.0,3,2625,0.42,36.5
36.6,153.4,0.88,0.04,0.0,4,4433,-0.4,36.6
36.7,126.4,0.73,0.04,0.0,4,3624,0.09,36.7
36.8,71.3,0.82,0.05,0.0,2,2106,-0.1,36.8
36.9,168.0,0.77,0.08,0.0,5,4872,0.39,36.9
37.0,100.0,0.78,0.08,0.0,3,2961,0.24,37.0
37.1,117.4,0.8,0.08,0.0,3,3458,-0.14,37.1
37.2,135.5,0.82,0.04,0.0,4,3982,-0.08,37.2
37.3,90.3,0.85,0.08,0.0,3,2793,-0.24,37.3
37.4,92.4,0.75,0.07,0.0,3,2929,0.48,37.4
37.5,160.0,0.81,0.04,0.0,4,4727,-0.46,37.5
37.6,137.3,0.78,0.09,0.0,4,4240,0.09,37.6
37.7,100.2,0.83,0.01,0.0,3,2929,-0.13,37.7
37.8,106.1,0.74,0.03,0.0,3,3107,-0.33,37.8
37.9,153.2,0.84,0.09,0.0,4,4496,-0.27,37.9
38.0,153.0,0.78,0.1,0.0,4,4588,-0.11,38.0
38.1,129.1,0.8,0.05,0.0,4,3961,-0.13,38.1
38.2,153.4,0.74,0.01,0.0,4,4542,-0.03,38.2
38.3,149.6,0.83,0.01,0.0,4,4565,-0.13,38.3
38.4,80.5,0.75,0.01,0.0,3,2292,-0.39,38.4
38.5,162.9,0.78,0.01,0.0,5,5083,0.27,38.5
38.6,120.9,0.82,0.04,0.0,4,3486,0.11,38.6
38.7,84.0,0.87,0.03,0.0,3,2421,-0.34,38.7
38.8,100.7,0.77,0.0,0.0,3,2993,0.01,38.8
38.9,129.4,0.89,0.09,0.0,4,3706,-0.24,38.9
39.0,116.8,0.74,0.07,0.0,3,3463,0.38,39.0
39.1,101.4,0.88,0.03,0.0,3,2935,-0.18,39.1
39.2,100.3,0.85,0.0,0.0,3,3064,-0.49,39.2
39.3,161.9,0.81,0.08,0.0,5,4896,0.48,39.3
39.4,75.3,0.76,0.08,0.0,2,2302,0.12,39.4
39.5,149.8,0.78,0.07,0.0,4,4306,-0.41,39.5
39.6,168.8,0.84,0.06,0.0,5,5053,0.49,39.6
39.7,143.4,0.84,0.03,0.0,4,4336,0.24,39.7
39.8,112.5,0.84,0.08,0.0,3,3245,-0.3,39.8
39.9,93.5,0.83,0.01,0.0,3,2939,0.27,39.9
40.0,72.8,0.76,0.06,0.0,2,2302,-0.31,40.0
40.1,149.5,0.77,0.02,0.0,4,4478,-0.46,40.1
40.2,145.5,0.84,0.04,0.0,4,4194,0.46,40.2
40.3,100.5,0.84,0.01,0.0,3,2934,-0.02,40.3
40.4,130.4,0.73,0.09,0.0,4,4073,-0.44,40.4
40.5,83.4,0.81,0.05,0.0,3,2502,0.29,40.5
40.6,101.8,0.8,0.01,0.0,3,2861,0.06,40.6
40.7,150.5,0.75,0.03,0.0,4,4402,-0.14,40.7
40.8,104.3,0.75,0.0,0.0,3,3133,0.16,40.8
40.9,163.4,0.88,0.06,0.0,5,4775,-0.43,40.9
41.0,99.8,0.86,0.04,0.0,3,3180,-0.4,41.0
41.1,111.6,0.78,0.02,0.0,3,3544,-0.12,41.1
41.2,135.1,0.83,0.03,0.0,4,4101,-0.03,41.2
41.3,72.9,0.9,0.07,0.0,2,2078,0.3,41.3
41.4,150.0,0.82,0.02,0.0,4,4302,-0.48,41.4
